Barachois de Malbaie,48.616667,-64.266667
Barclay,49.766667,-92.7
Bar Haven,47.7,-54.233333
Barich,54.180833,-112.626944
Barkerville,53.066667,-121.516667
Barlow,63.733333,-137.65
Barnaby,46.883333,-65.516667
Barnaby River,46.883333,-65.516667
Barnet,49.283333,-122.933333
Barons,49.983333,-113.083333
Barrasway de Plate,47.483333,-55.116667
Barraute,48.433333,-77.633333
Barr'd Harbour,50.833333,-57.033333
Barrett,54.433333,-126.75
Barrett Lake,54.433333,-126.75
Barrhead,54.116667,-114.4
Barrie,44.383333,-79.7
Barrière,51.183333,-120.133333
Barrière,47.5,-76.7
Barrington,43.566667,-65.566667
Barrington Passage,43.516667,-65.6
Barrisway de Plate,47.483333,-55.116667
Barrows,52.816667,-101.433333
Barry Bay,45.483333,-77.683333
Barrys Bay,45.483333,-77.683333
Bartibog,47.283333,-65.616667
Bartibog Station,47.283333,-65.616667
Bartibogue,47.283333,-65.616667
Bartibogue Station,47.283333,-65.616667
Bartletts Harbour,50.933333,-56.983333
Barvas,51.2,-102.1
Barwick,48.65,-93.983333
Bashaw,52.583333,-112.966667
Bassano,50.783333,-112.466667
Batchawana,46.9,-84.6
Bateman,50.016667,-106.733333
Bath,44.183333,-76.766667
Bathurst,47.6,-65.65
Bathurst Inlet,66.833333,-108.033333
Batiscan,46.5,-72.25
Batteau,53.4,-55.783333
Battle Creek,49.433333,-109.833333
Battleford,52.766667,-108.3
Battle Harbor,52.266667,-55.583333
Battle Harbour,52.266667,-55.583333
Bauline,47.716667,-52.833333
Bay Bulls,47.333333,-52.833333
Bay de Verde,48.066667,-52.933333
Bayfield,43.566667,-81.7
Bay Roberts,47.583333,-53.3
Bay Saint Lawrence,47,-60.466667
Bay Trail,52.116667,-105.133333
Beachberg,45.733333,-76.85
Beachburg,45.733333,-76.85
Beach Point,46.016667,-62.483333
Beacon Corner,54.181389,-111.151389
Beacon Hill,54.355556,-109.652222
Beaconia,50.433333,-96.566667
Beaconsfield,45.433333,-73.833333
Beament,55.15,-127.383333
Beamsville,43.166667,-79.466667
Bear Creek,60.816667,-137.683333
Beardmore,49.6,-87.95
Bear Flat,56.283333,-121.233333
Bear Lake,56.2,-126.85
Béarn,47.283333,-79.333333
Bear River,44.566667,-65.633333
Bearskin Lake,53.933333,-90.983333
Beaton,50.733333,-117.733333
Beatty,52.9,-104.783333
Beaual,55.15,-107.616667
Beauceville,46.2,-70.766667
Beauceville-Est,46.2,-70.766667
Beauchêne,46.633333,-79.016667
Beaufort,46.85,-71.183333
Beauharnois,45.316667,-73.866667
Beaumont,53.37,-113.41
Beaumont,49.6,-55.683333
Beauport,46.85,-71.183333
Beaupré,47.05,-70.883333
Beauséjour,50.066667,-96.516667
Beauval,55.15,-107.616667
Beaver Bank,44.80,-63.69
Beaver,51.516667,-117.416667
Beaver,45.016667,-74.366667
Beaver Brook Station,47.116667,-65.6
Beaver Cove,50.533333,-126.866667
Beaver Crossing,54.361944,-110.205833
Beaver Crossing,45.016667,-74.366667
Beaverdam,54.203611,-110.306667
Beaver Harbour,44.9,-62.416667
Beaver Lake,54.759722,-111.9125
Beaverley,53.816667,-122.866667
Beaverlodge,55.2,-119.45
Beavermouth,51.516667,-117.416667
Beaver River,54.37,-110.270833
Beaverton,44.433333,-79.15
Beaver Tower,45.016667,-74.366667
Bécancour,46.333333,-72.433333
Becscie,49.716667,-64.066667
Bede,49.383333,-100.966667
Bedford,44.728889,-63.664444
Bedford,45.116667,-72.983333
Bednesti,53.866667,-123.083333
Bedworth,49.766667,-92.7
Beebe,45.016667,-72.15
Beebe Plain,45.016667,-72.15
Beechy,50.883333,-107.383333
Beiseker,51.383333,-113.533333
Bélanger,55.783333,-106.216667
Belbutte,53.366667,-107.816667
Belcher,57.933333,-94.2
Belcher Islands,56.2,-78.866667
Belcourt,48.4,-77.35
Bella Bella,52.15,-128.133333
Bella Coola,52.366667,-126.75
Bellakula,52.366667,-126.75
Bellburns,50.35,-57.533333
Belleau,46.583333,-73.083333
Belleoram,47.516667,-55.45
Belle Plaine,50.4,-105.15
Belle River,42.3,-82.716667
Belleville,44.166667,-77.383333
Bellevue,49.583333,-114.366667
Bellevue,47.633333,-53.75
Bellin,60.016667,-70.033333
Bellis,54.143056,-112.151111
Bell Island,47.65,-52.933333
Belloy,55.75,-118.233333
Bell Rock,60.016667,-112.1
Bellsite,52.583333,-101.05
Bellvue,47.633333,-53.75
Belmont,49.416667,-99.45
Belmont,45.416667,-63.383333
Beloeil,45.566667,-73.2
Beloeil Village,45.566667,-73.2
Beloud Post,60.366667,-137.05
Benalto,52.3,-114.283333
Bend,53.766667,-121.066667
Bengough,49.4,-105.116667
Benito,51.916667,-101.55
Ben-My-Chree,59.416667,-134.466667
Bennett,59.85,-134.983333
Bentley,52.466667,-114.05
Benton,51.35,-110.333333
Benton,45.983333,-67.6
Benton,48.9,-54.433333
Benton Station,51.35,-110.333333
Benton Station,48.9,-54.433333
Berens River,52.366667,-97.033333
Beresford Lake,50.866667,-95.25
Bergen,51.7,-114.633333
Bergland,48.933333,-94.383333
Bernard,68.783333,-114.783333
Bernard Harbour,68.783333,-114.783333
Berry Mill,46.116667,-64.95
Berry Mills,46.116667,-64.95
Berrys Mills,46.116667,-64.95
Bersimis,48.95,-68.65
Berthier,46.933333,-70.733333
Berthier-en-Bas,46.933333,-70.733333
Berthier-sur-Mer,46.933333,-70.733333
Berthierville,46.083333,-73.166667
Bervierville,46.083333,-73.166667
Berwick,45.033333,-64.733333
Berwyn,56.15,-117.75
Bethany,44.183333,-78.566667
Bethune,50.7,-105.216667
Betsiamites,48.95,-68.65
Beulah,50.266667,-101.033333
Beverly,53.566667,-113.4
Bic,48.366667,-68.7
Bickerdike,53.55,-116.633333
Bield,51.216667,-101.15
Bienfait,49.15,-102.8
Big Barachois,47.133333,-54.066667
Big Beaver,49.1,-105.166667
Big Beaverhouse,52.95,-89.883333
Big Brook,51.516667,-56.133333
Big Creek,51.716667,-123.016667
Biggar,52.05,-107.983333
Big Meadow,54.395556,-110.653889
Bigolet,54.166667,-58.433333
Big River,53.833333,-107.033333
Big Salmon,61.866667,-134.933333
Big Sandy,43.95,-77.35
Big Valley,52.033333,-112.75
Bigwood,46.033333,-80.6
Bilby,53.7,-114.1
Bilodeau,48.333333,-72.166667
Bindloss,50.883333,-110.266667
Binscarth,50.616667,-101.283333
Birch Hills,52.983333,-105.433333
Birch Island,46.05,-81.783333
Birch River,52.383333,-101.1
Birchy Bay,49.333333,-54.733333
Bird Creek,45.116667,-77.866667
Bird River,50.4,-95.683333
Birds Creek,45.116667,-77.866667
Birken,50.483333,-122.6
Birsay,51.1,-106.983333
Birtle,50.433333,-101.05
Biscotasing,47.3,-82.1
Bishops Falls,49.016667,-55.516667
Bissett,51.016667,-95.666667
Bissett,46.216667,-78.066667
Bissett Creek,46.216667,-78.066667
Bittern Lake,53,-113.05
Bitumount,57.383333,-111.633333
Bjorkdale,52.716667,-103.633333
Black Bear Bay,53.3,-55.95
Black Cape,48.133333,-65.816667
Black Creek,52.3,-121.116667
Black Diamond,50.7,-114.233333
Black Duck Bank,48.7,-58.916667
Black Duck Brook,48.7,-58.916667
Blackfalds,52.383333,-113.8
Black Hawk,48.8,-93.983333
Black Hills,63.483333,-138.833333
Blackie,50.6,-113.616667
Black Lake,46.033333,-71.366667
Black Pines,50.966667,-120.25
Black Pool,51.583333,-120.116667
Blackville,46.733333,-65.833333
Blackwater,44.233333,-79.05
Bladworth,51.366667,-106.133333
Blaeberry,51.433333,-117.05
Blaine Lake,52.833333,-106.883333
Blainville,45.673,-73.88
Blairmore,49.6,-114.433333
Blanc-Sablon,51.433333,-57.116667
Blanshard,43.283333,-81.25
Blenheim,42.333333,-82
Blind Channel,50.416667,-125.516667
Blind River,46.183333,-82.95
Bliss Landing,50.033333,-124.816667
Blissville,45.633333,-66.583333
Bloedel,50.116667,-125.366667
Blubber Bay,49.8,-124.616667
Blucher,52.016667,-106.216667
Blucher Hall,51.1,-120.016667
Blue Jay,54.879722,-112.5225
Blue Ridge,54.116667,-115.383333
Blue River,52.1,-119.3
Blue Rock,44.35,-64.25
Blue Rocks,44.35,-64.25
Bluesky,56.066667,-118.25
Bluffton,52.75,-114.283333
Boat Basin,49.483333,-126.4
Bobcaygeon,44.533333,-78.55
Bodmin,53.75,-106.966667
Bodo,52.15,-110.083333
Bogard,44.05,-76.933333
Boharm,50.4,-105.716667
Boiestown,46.45,-66.4
Boisbriand,45.61,-73.84
Boischatel,46.9,-71.133333
Boisdale,46.1,-60.5
Bois-des-Filion,45.65,-73.766667
Boissevain,49.233333,-100.05
Bold Point,50.183333,-125.15
Bolkow,48.1,-83.916667
Boloeil,45.566667,-73.2
Bolsdale,46.1,-60.5
Bolton,43.883333,-79.733333
Bon Accord,53.833333,-113.416667
Bon Accord,46.65,-67.583333
Bonarlaw,44.433333,-77.616667
Bonaventure,48.05,-65.466667
Bonavista,48.633333,-53.1
Bondiss,54.595278,-112.701944
Bongard,44.05,-76.933333
Bongards,44.05,-76.933333
Bonne Bay,49.5,-57.933333
Bonnyville Beach,54.229722,-110.862778
Bonnyville,54.267778,-110.750833
Bordeaux,45.533333,-73.7
Borden,44.283333,-79.916667
Borden,46.25,-63.7
Borden,52.4,-102.233333
Borden-Carleton,46.25,-63.666667
Boscombe,54.152778,-111.43
Boston Creek,48.016667,-79.95
Boswarlos,48.566667,-58.816667
Boswell,49.466667,-116.766667
Botwood,49.15,-55.366667
Bouchard,47.483333,-70.383333
Boucherville,45.6,-73.45
Boundary,56.683333,-131.816667
Boundary,64.683333,-140.983333
Bourkes,48.283333,-80.233333
Bourlamaque,48.1,-77.766667
Bowden,51.916667,-114.033333
Bow Island,49.866667,-111.366667
Bowmanville,43.9,-78.683333
Bowness,51.083333,-114.166667
Bow River,49.933333,-111.7
Bowser,49.433333,-124.683333
Boyds Cove,49.433333,-54.666667
Boyle,54.590833,-112.809167
Brabant,69.45,-133.066667
Bracebridge,45.033333,-79.3
Bracken,49.183333,-108.083333
Brackendale,49.766667,-123.15
Bradford,44.116667,-79.566667
Braeburn,61.516667,-135.833333
Braeside,45.466667,-76.4
Bralorne,50.783333,-122.816667
Brampton,43.683333,-79.766667
Brancepeth,53,-105.25
Branch,46.883333,-53.966667
Brandon,49.833333,-99.95
Brantford,43.133333,-80.266667
Brazeau,52.466667,-116.083333
Brazeou,52.466667,-116.083333
Brazil Lake,43.983333,-66.016667
Brechin,44.55,-79.183333
Bredenbury,50.933333,-102.033333
Brent,46.033333,-78.466667
Brentwood Bay,48.583333,-123.466667
Bretona,53.433333,-113.333333
Breton,53.116667,-114.483333
Breynat,55.141111,-112.493611
Bridge Lake,51.483333,-120.7
Bridgeport,43.483333,-80.483333
Bridge River,50.733333,-122.233333
Bridgetown,44.85,-65.15
Bridgewater,44.366667,-64.516667
Briercrest,50.166667,-105.266667
Briereville,54.472778,-111.773889
Brig Bay,51.05,-56.916667
Brighton,44.033333,-77.733333
Brigus,47.516667,-53.216667
Brimley,43.733333,-79.25
Brisco,50.816667,-116.283333
Bristol,46.15,-64.183333
Britannia Beach,49.633333,-123.183333
Britannia,45.366667,-75.8
Britt,45.783333,-80.533333
Broadacres,52.05,-108.966667
Broadlands,48,-66.766667
Broadview,50.383333,-102.566667
Brochet,57.883333,-101.666667
Brocket,49.55,-113.766667
Brockville,44.583333,-75.683333
Broderick,51.483333,-106.933333
Bromhead,49.183333,-103.666667
Bromptonville,45.466667,-71.933333
Brookfield,45.25,-63.283333
Brooklands,49.916667,-97.183333
Brooks,50.566667,-111.9
Brooksby,53,-104.3
Brossard,45.45,-73.483333
Broughton Island,67.55,-64.033333
Brower,49.016667,-80.833333
Brownrigg,49.683333,-81.516667
Brownsburg,45.683333,-74.4
Brownsdale,48.033333,-53.116667
Brownvale,56.116667,-117.9
Bruce Mines,46.283333,-83.783333
Bruceton,45.216667,-77.4
Bruederheim,53.8,-112.916667
Brûlé Lake,45.633333,-78.816667
Brûlé Lake Station,45.633333,-78.816667
Bruno,52.266667,-105.516667
Bryson,45.683333,-76.616667
Buchanan,51.7,-102.75
Buchans,48.816667,-56.866667
Buchans Junction,48.85,-56.466667
Buckhorn,44.55,-78.333333
Buckingham,45.583333,-75.416667
Buctouche,46.466667,-64.733333
Buffalo,50.8,-110.683333
Buffalo,55.9275,-108.938889
Buffalo Narrows,55.854167,-108.484167
Buffalo River,60.883333,-115.033333
Bulkley Canyon,55.233333,-127.483333
Bull River,49.466667,-115.45
Bulyea,50.983333,-104.85
Burbidge,46.233333,-76.016667
Burgeo,47.6,-57.633333
Burgis,51.55,-102.433333
Burgoyne Cove,48.166667,-53.716667
Burgoynes Cove,48.166667,-53.716667
Burin,47.05,-55.183333
Burketon Station,44.05,-78.8
Burks Falls,45.616667,-79.416667
Burlington,49.75,-56.033333
Burlington,43.316667,-79.8
Burnaby,49.25,-122.95
Burnside,48.7,-53.8
Burnside Harbour,66.833333,-108.033333
Burns Lake,54.216667,-125.766667
Burnsville,47.7,-65.166667
Burnt Church,47.2,-65.15
Burntcoat,45.316667,-63.783333
Burnt Creek,54.816667,-66.883333
Burr,52.05,-105.133333
Burriss,48.683333,-93.65
Burstall,50.65,-109.916667
Burwash,46.233333,-80.866667
Burwash,61.35,-139
Burwash Landing,61.35,-139
Burwash Station,46.233333,-80.866667
Burwell,60.416667,-64.816667
Busby,53.95,-113.9
Buswash Landing,61.35,-139
Butedale,53.15,-128.683333
Butternut Ridge,46,-65.316667
Byng Inlet,45.766667,-80.55
Cabana,54.078333,-108.253333
Cabano,47.683333,-68.883333
Cabri,50.616667,-108.45
Cachalot,49.983333,-127.15
Cache Creek,50.8,-121.316667
Cacouna,47.916667,-69.5
Cadillac,48.216667,-78.383333
Cadillac,49.716667,-107.733333
Calabogie,45.3,-76.716667
Calder,51.15,-101.75
Caledon,43.866667,-80
Caledon East,43.866667,-79.866667
Caledonia,44.366667,-65.033333
Caledonia,43.066667,-79.95
Calgary,51.083333,-114.083333
Callander,46.216667,-79.366667
Calling Lake,55.25,-113.2
Calling River,55.091667,-112.887778
Calmar,53.25,-113.783333
Cambridge Bay,69.116667,-105.033333
Cambridge,45.2,-64.116667
Cambridge,43.383333,-80.316667
Cambridge Station,45.066667,-64.633333
Cameron Bay,66.05,-117.883333
Cameron Falls,49.133333,-88.333333
Camlaren,62.983333,-113.2
Campbellcroft,44.066667,-78.366667
Campbellford,44.3,-77.8
Campbell Island,52.166667,-128.133333
Campbell River,50.016667,-125.25
Campbells Bay,45.733333,-76.6
Campbellton,48,-66.666667
Campbellton,49.283333,-54.933333
Campbell-town,48,-66.666667
Camp Borden,44.266667,-79.883333
Camp Canol,65.233333,-127.083333
Camperdown,44.266667,-64.6
Camperville,52.016667,-100.15
Campo Bello,44.883333,-66.95
Camrose,53.016667,-112.816667
Camsell Portage,59.616667,-109.216667
Canaan Station,46.25,-65.066667
Canal Flats,50.15,-115.833333
Candiac,45.383333,-73.516667
Cando,52.366667,-108.216667
Canfield,42.966667,-79.75
Canim Lake,51.766667,-120.9
Canmore,51.1,-115.35
Cann,47.9,-73.883333
Cannington,44.35,-79.033333
Canoe Lake,55.098056,-108.323333
Canoe Narrows,55.1675,-108.153333
Canol Camp,65.233333,-127.083333
Canol,65.233333,-127.083333
Canora,51.633333,-102.433333
Canso,45.35,-61
Canterbury Station,45.883333,-67.466667
Canton-Bégin,48.683333,-71.366667
Canuck,49.2,-108.4
Canwood,53.366667,-106.6
Canyon,60.866667,-137.033333
Canyon City,55.2,-129.216667
Canyon City,61.816667,-140.783333
Capasin,53.6,-107.383333
Cap-aux-Meules,47.383333,-61.866667
Cap-Chat,49.083333,-66.683333
Cap-de-Chate,49.083333,-66.683333
Cap-de-la-Madeleine,46.366667,-72.5
Cap-des-Rosiers,48.866667,-64.2
Cape Auget,45.483333,-61.033333
Cape Broyle,47.083333,-52.95
Cape Chatte,49.083333,-66.683333
Cape Cove,48.433333,-64.333333
Cape Dorset,64.233333,-76.55
Cape Dyer,66.666667,-61.366667
Cape Enrage,45.616667,-64.783333
Cape Freels,49.233333,-53.516667
Cape Norman,51.633333,-55.9
Cape Onion,51.6,-55.633333
Cape Parry,70.166667,-124.666667
Cape Pine,46.616667,-53.533333
Cape Race,46.666667,-53.083333
Cape Ray,47.616667,-59.233333
Cape Saint Charles,52.216667,-55.633333
Cape Scott,50.766667,-128.35
Cape Smith,60.733333,-78.483333
Capestick,47,-60.516667
Cape Tormentine,46.116667,-63.783333
Caplan,48.1,-65.683333
Caplin Cove,48.033333,-52.983333
Capreol,46.7,-80.916667
Cap-Rouge,46.75,-71.35
Capstick,47,-60.516667
Caramat,49.616667,-86.15
Caraquet,47.783333,-64.95
Caraquette,47.783333,-64.95
Carberry,49.866667,-99.35
Carbondale,53.75,-113.533333
Carbonear,47.733333,-53.25
Carcross,60.183333,-134.716667
Carden,44.65,-79.033333
Cardigan,46.233333,-62.616667
Cardinal,44.783333,-75.366667
Cardross,49.816667,-105.616667
Cardston,49.2,-113.316667
Cargill,44.2,-81.233333
Caribou,59.416667,-97.75
Caribou,60.183333,-134.716667
Caribou Crossing,60.183333,-134.716667
Caribou Hide,57.433333,-127.55
Caribou Island,45.75,-62.733333
Carleton,46.25,-63.666667
Carleton Centre,48.1,-66.1
Carleton Place,45.133333,-76.133333
Carleton Siding,46.25,-63.666667
Carlton,52.816667,-106.5
Carlyle,49.633333,-102.266667
Carmacks,62.1,-136.316667
Carman,49.5,-98
Carmanville,49.366667,-54.266667
Carmel,45.966667,-72.383333
Carmi,49.5,-119.133333
Carnaby,55.15,-127.75
Carnduff,49.166667,-101.783333
Carnegie,49.966667,-100.1
Caroline,52.083333,-114.75
Caronport,50.45,-105.816667
Carp,45.35,-76.033333
Carrick,49.25,-96.05
Carrot River,53.283333,-103.583333
Carruthers,52.866667,-109.266667
Carseland,50.85,-113.466667
Carstairs,51.533333,-114.1
Cartier,46.7,-81.55
Cartierville,45.533333,-73.716667
Cartwright,49.083333,-99.333333
Cartwright,53.7,-57.016667
Cartyville,48.233333,-58.816667
Carway,49.016667,-113.383333
Cascade,49.016667,-118.216667
Cascapedia,48.25,-65.9
Casey,47.883333,-74.183333
Caslan,54.631667,-112.511667
Casselman,45.3,-75.083333
Cassidy,49.066667,-123.866667
Cassidy's,49.066667,-123.866667
Cassidy Siding,49.066667,-123.866667
Cassils,50.583333,-112.05
Castlegar,49.316667,-117.666667
Castle Junction,51.266667,-115.916667
Castor,52.216667,-111.9
Casummit Lake,51.466667,-92.35
Catalina,48.516667,-53.083333
Cater,53.366667,-108.05
Cat Lake,51.716667,-91.8
Caughnawaga,45.416667,-73.683333
Causapscal,48.35,-67.216667
Cavendish,50.816667,-110.466667
Cavendish,47.716667,-53.5
Cavers,48.9,-87.683333
Cayley,50.45,-113.85
Cayoosh Flat,50.683333,-121.933333
Cecil Lake,56.3,-120.533333
Cedars,45.316667,-74.05
Cedarvale,55.016667,-128.333333
Cedoux,49.883333,-103.866667
Ceepeecee,49.866667,-126.7
Centerville,46.433333,-67.716667
Central Blissville,45.633333,-66.583333
Centralia,43.283333,-81.466667
Central Patricia,51.483333,-90.15
Centre Island,49.833333,-126.933333
Centreville,59.266667,-129.416667
Centreville,46.433333,-67.716667
Centreville,44.533333,-66.016667
Cereal,51.416667,-110.8
Ceylon,49.45,-104.6
Ceylon Station,49.45,-104.6
Chabatok,50.416667,-73.866667
Chalk River,46.016667,-77.45
Chamatawa,55.85,-92.083333
Chamberlain,50.85,-105.566667
Chambly,45.45,-73.3
Chambly Fort,45.45,-73.266667
Chambord,48.433333,-72.05
Champagne,60.8,-136.483333
Champcoeur,48.666667,-77.633333
Champion,50.216667,-113.15
Champlain,46.433333,-72.35
Chandik,64.033333,-139.433333
Chandike,64.033333,-139.433333
Chandindu,64.033333,-139.433333
Chandler,48.333333,-64.666667
Change Island,49.65,-54.383333
Change Islands,49.65,-54.383333
Channel,47.566667,-59.15
Channel-Port aux Basques,47.566667,-59.15
